file_path,caption
train/slowwiper.npy,A large number of banging sounds are being created in the distance
train/slowwiper.npy,A repeating pattern of thuds and bumps of a heavy object
train/slowwiper.npy,A thudding occurs repeatedly in cycles with a repeating pattern.
train/slowwiper.npy,Windshield wipers are going back and forth during the rain.
train/slowwiper.npy,windshield wipers going back and forth in the rain
train/2006_04_16_water_and_frogs_colliure.npy,The water falls softly and bubbles at is flows into a pond and a frog croaks.
train/2006_04_16_water_and_frogs_colliure.npy,The water flows and bubbles as it falls into the large pond and a frog croaks two times.
train/2006_04_16_water_and_frogs_colliure.npy,"Water is flowing in a stream, and a frog is croaking."
train/2006_04_16_water_and_frogs_colliure.npy,Water is gurgling through the creek while a frog croaks.
train/2006_04_16_water_and_frogs_colliure.npy,"Water runs quickly into a basin and collects, as something else hums lightly and then two croaks."
train/Blade Small.npy,A knife is being sharpened in the video.
train/Blade Small.npy,A person is carefully wood carving with a knife.
train/Blade Small.npy,Someone is sharpening their knife with another knife.
train/Blade Small.npy,Someone uses a knife to sharpen a different knife.
train/Blade Small.npy,The knife is being sharpened in the video.
train/Parakeets.npy,A collection of birds all making different sounds.
train/Parakeets.npy,A group of birds are all making different sounds.
train/Parakeets.npy,A variety of different birds are chirping and singing within close proximity to each other.
train/Parakeets.npy,Many different birds chirp and sing in close proximity.
train/Parakeets.npy,Multiple birds chirp at each other while the chicks are squawking in unison.
train/Bus Pulls Away.npy,A door handle is opened with the movement of machinery in the background.
train/Bus Pulls Away.npy,A large running vehicle is slowly driving away.
train/Bus Pulls Away.npy,A large vehicle is running and then drives away slowly.
train/Bus Pulls Away.npy,"A person boards the bus when the door opens, and it drives off."
train/Bus Pulls Away.npy,"The bus door opens, a person boards, the doors close and the bus drives off."
train/dryer_turn_on_open_door_close_door_24_96_mono.npy,A dryer door is closed and turned on before it is stopped and turned on again.
train/dryer_turn_on_open_door_close_door_24_96_mono.npy,"As a dryer door opens and closes, the motor starts and stops."
train/dryer_turn_on_open_door_close_door_24_96_mono.npy,Pounding on a washing machine before it is clicked on and off.
train/dryer_turn_on_open_door_close_door_24_96_mono.npy,Someone is using a machine manually and it is being turned on and off.
train/dryer_turn_on_open_door_close_door_24_96_mono.npy,The door of the dryer is closed and the dryer is started.
train/geese_copake_farmland_1.npy,"A group of noisy birds and insects are chirping, cackling and flapping."
train/geese_copake_farmland_1.npy,Birds are cackling and flapping while insects are chirping.
train/geese_copake_farmland_1.npy,Geese travel in groups together and form themselves.
train/geese_copake_farmland_1.npy,Insects are chirping while several birds are chirping.
train/geese_copake_farmland_1.npy,Insects are making noise while several birds are chirping.
train/crossing tracks.npy,A machine with a spinning wheel is turning and turning at a constant rate of speed.
train/crossing tracks.npy,"In his good hands, the paper cutter cuts slices of pages."
train/crossing tracks.npy,Someone is inside a vehicle and is driving down the highway.
train/crossing tracks.npy,Someone is operating a paper cutter and cutting multiple sheets.
train/crossing tracks.npy,a machine with a spinning wheel is turning constantly
train/sheep bleating dry grass.npy,"A couple of sheep chat, others join in, and a humans talks."
train/sheep bleating dry grass.npy,Several sheep are bleating in a field whilst footsteps echo in the background.
train/sheep bleating dry grass.npy,Several sheep making noise in a field and footsteps in the background.
train/sheep bleating dry grass.npy,Sheep call back and forth to each other.
train/sheep bleating dry grass.npy,"While the animals are calling out, they are continually making croaking sounds."
train/Rock-various hits.npy,A wooden block of a child is tapped on a couple of different surfaces.
train/Rock-various hits.npy,A person is tapping different wood objects against one another.
train/Rock-various hits.npy,A person taps various wood objects against each other
train/Rock-various hits.npy,A small rock object is being tapped on another surface.
train/Rock-various hits.npy,Dice being hit on not only wood but a hard plastic.
train/Glass pieces smashed.npy,A hard object is moving through a pile of leaves and twigs.
train/Glass pieces smashed.npy,A person is using a shovel to dig as it clangs against a rocky dirt area.
train/Glass pieces smashed.npy,A person using a shovel digging and clanging against a rocky dirt area.
train/Glass pieces smashed.npy,"Glass being broken, then swept across the floor, then more glass being broken."
train/Glass pieces smashed.npy,Glass is broken and swept across the floor and then more glass is broken.
train/Rain WashingtonSt 1.npy,A heavy rain with cars passing by in the background
train/Rain WashingtonSt 1.npy,Rain falls heavily with traffic passing by in the back.
train/Rain WashingtonSt 1.npy,Water flowing and a car driving away nearby.
train/Rain WashingtonSt 1.npy,Water was flowing down a steep surface and a car driving by
train/Rain WashingtonSt 1.npy,very heavy rain falling on water and a small engine in the distance
train/Street_Sounds_Night.npy,A factory worker begins to cough while a fan blows in the background.
train/Street_Sounds_Night.npy,"Rain falls, a door opens and a car drives by."
train/Street_Sounds_Night.npy,Someone in the busy street is coughing as a lot of cars pass by.
train/Street_Sounds_Night.npy,a factory worker coughing as a fan spins
train/Street_Sounds_Night.npy,the car is moving fast on the road past the traffic camera
train/fulles_arroseguentse.npy,A person crunches leaves and gravel as they walk and the wind blows.
train/fulles_arroseguentse.npy,A person crunches through leaves on the ground as they walk.
train/fulles_arroseguentse.npy,A person is walking crunching through leaves on the ground
train/fulles_arroseguentse.npy,A person is walking on leaves next to a highway.
train/fulles_arroseguentse.npy,A person walking through the woods over dead leaves.
train/Basic Wind.npy,A very quiet spot on the beach with no people or animals.
train/Basic Wind.npy,Rain falls lightly and faint thunder rolls in the background.
train/Basic Wind.npy,Rain is falling lightly while thunder rolls in the distance.
train/Basic Wind.npy,"This spot on the beach has no other people or animals, and is very silent."
train/Basic Wind.npy,Winds blow as birds chirp and car engines roar in the distance
train/reviewing-stand-clangs.npy,A small rock is hitting a tin can repeatedly in a different spot each time.
train/reviewing-stand-clangs.npy,Some strikes an aluminum bin several times with a stick.
train/reviewing-stand-clangs.npy,Somebody struck an aluminum bin several times with a stick.
train/reviewing-stand-clangs.npy,Someone is taking a stick and hitting a metal barrel.
train/reviewing-stand-clangs.npy,Someone uses a stick to hit a metal barrel.
train/Landstraenverkehr bei Regen 3.npy,"A few cars were passing by, driving very slowly."
train/Landstraenverkehr bei Regen 3.npy,Brushes move over a vehicle in a car wash
train/Landstraenverkehr bei Regen 3.npy,Someone is driving through a tunnel with the windows down.
train/Landstraenverkehr bei Regen 3.npy,Someone is driving through a tunnel with their windows down.
train/Landstraenverkehr bei Regen 3.npy,a few cars driving by passing very slowly
train/Ryan_CoffeeMachine.npy,A metallic drill is operated for a few seconds at a time.
train/Ryan_CoffeeMachine.npy,A metallic drill is run for a few seconds at a time.
train/Ryan_CoffeeMachine.npy,A person moves around a metallic object placed on a floor.
train/Ryan_CoffeeMachine.npy,A person moving around a metallic object on a floor.
train/Ryan_CoffeeMachine.npy,A metallic object brushes across another one continuously. 
train/pencil on paper.npy,A person uses a marker to write on a white board.
train/pencil on paper.npy,A person writes something down on one piece of paper.
train/pencil on paper.npy,A person writing something down on a piece of paper
train/pencil on paper.npy,"On a hard surface, someone is writing steadily with a pencil."
train/pencil on paper.npy,Someone is writing steadily with a pencil and paper on a hard surface.
train/British Museum ambience 2.npy,A crowd of people are talking about different things.
train/British Museum ambience 2.npy,Folks speak in a crowded hall with people shuffling by
train/British Museum ambience 2.npy,Many people are talking about many different things.
train/British Museum ambience 2.npy,People are speaking in a crowded hall and people are shuffling by.
train/British Museum ambience 2.npy,Some people walking all around a busy airport.
train/OfficeSound.npy,A conversation among people is going on and a woman is laughing.
train/OfficeSound.npy,A discussion among folks begins and a lady starts to laugh.
train/OfficeSound.npy,A group of men and women are speaking.
train/OfficeSound.npy,A group of people are speaking with male and female voices.
train/OfficeSound.npy,Many people talk inside a building while cars drive outside on the street.
train/Amb Resid Ext 001.npy,A car driving at a fast pace in the distance
train/Amb Resid Ext 001.npy,"As cars pass on the busy street, people are talking to one another."
train/Amb Resid Ext 001.npy,People are talking in a city center while cars are driving and brakes are screeching.
train/Amb Resid Ext 001.npy,People are talking in a hall while a race car races past them.
train/Amb Resid Ext 001.npy,People have a conversation in the background while cars pass by a busy street.
train/CINDER BLOCK THUD IN GRASS.npy,"A few different times, an object is tapped."
train/CINDER BLOCK THUD IN GRASS.npy,A tapping of a object occurs a couple of times.
train/CINDER BLOCK THUD IN GRASS.npy,"Footsteps, metal object tossed to ground, more footsteps and another metal object tossed to ground."
train/CINDER BLOCK THUD IN GRASS.npy,Intermittent soft thudding followed by a light clink.
train/CINDER BLOCK THUD IN GRASS.npy,Intermittent soft thudding is followed by a light clink.
train/autospasandociudadnoche1.npy,A car is increasing in speed and driving quickly while people speak.
train/autospasandociudadnoche1.npy,Autos cruising along the street as people are conversing closely.
train/autospasandociudadnoche1.npy,Cars driving down the road way nearby and people talking.
train/autospasandociudadnoche1.npy,People are speaking while a car is quickly increasing in speed.
train/autospasandociudadnoche1.npy,The accelerating vehicle drowns out the voice of a man.
train/Vent thrumming.npy,A buzzing sound from a small electrical engine.
train/Vent thrumming.npy,A machine is running in an rhythmic fashion and shoes are moving across a hard surface close by.
train/Vent thrumming.npy,A machine turns a piece that is round and it emits a whine as it turns
train/Vent thrumming.npy,A printer press motor is running at various intervals throughout.
train/Vent thrumming.npy,A small electrical engine emits a buzzing sound.
train/rumbling bones.npy,A person playing on a electric keyboard making sound effects.
train/rumbling bones.npy,A person plays an electronic keyboard producing sound effects.
train/rumbling bones.npy,A string vibrating and a drum beating continuously
train/rumbling bones.npy,"Different tones of synthetic music are popping, while low synthetic tones hum and intermittently strike."
train/rumbling bones.npy,Low synthetic tones hum and intermittently strike while different tones of synthetic music are popping.
train/Train_LightRail_By_T0147.npy,A bell is going off and a train comes right by.
train/Train_LightRail_By_T0147.npy,A train drives by and a bell goes off.
train/Train_LightRail_By_T0147.npy,A train passing by on the tracks rings its bell as it passes by.
train/Train_LightRail_By_T0147.npy,A trolley train passes by and rings its bell.
train/Train_LightRail_By_T0147.npy,A trolley train rings its bell as it passes by.
train/12a_Ambient_Quarry_Low_44_16.npy,Children playing at the park and parents chatting.
train/12a_Ambient_Quarry_Low_44_16.npy,Multiple children and parents are laughing and talking.
train/12a_Ambient_Quarry_Low_44_16.npy,Multiple children with their parents are laughing and talking.
train/12a_Ambient_Quarry_Low_44_16.npy,People and children are milling around in a public space.
train/12a_Ambient_Quarry_Low_44_16.npy,People and children are milling around in the public space.
train/beach Brighton.npy,"As their children played in the park, two women continued on with their conversation."
train/beach Brighton.npy,Children are playing as adults are chatting in the background.
train/beach Brighton.npy,Children playing and chatting with adults in the playground.
train/beach Brighton.npy,Parents and children are playing on the ground of a playground.
train/beach Brighton.npy,Parents are playing with their children on the ground.
train/outdoors ambient windy wind leaves rustle near airport plane hum.npy,A bird chirps in the background as a hard rain falls on a house.
train/outdoors ambient windy wind leaves rustle near airport plane hum.npy,A waterfall rushes loudly as birds chirp gently in the background.
train/outdoors ambient windy wind leaves rustle near airport plane hum.npy,"As birds chirp gently in the background, a waterfall rushes loudly."
train/outdoors ambient windy wind leaves rustle near airport plane hum.npy,Rain coming down on an empty highway in front of a business.
train/outdoors ambient windy wind leaves rustle near airport plane hum.npy,Rain drops fall to the ground as birds chirp
train/19_VACCL.npy,A simple click turns on a vacuum cleaner that whirs along before a second click turns the engine off.
train/19_VACCL.npy,A vacuum is on and then it is turned off
train/19_VACCL.npy,A vacuum is on and then turned off
train/19_VACCL.npy,A vacuum starting up and moving before slowing shutting off.
train/19_VACCL.npy,A vacuum starts up and moves around before slowly turning off.
train/Esperance Wind Farm Up Close.npy,A dryer is running loudly while something inside hits the edges.
train/Esperance Wind Farm Up Close.npy,A dryer operates loudly as an object inside repeatedly strikes the sides.
train/Esperance Wind Farm Up Close.npy,A machine spins and roars as winds blow
train/Esperance Wind Farm Up Close.npy,"Winds blow as a machine operates loudly, spinning and roaring."
train/Esperance Wind Farm Up Close.npy,a machine was working and items were being banged around.
train/FrogPond.npy,A frog croaks as insects buzz about it.
train/FrogPond.npy,"A frog squawking, an airplane fly over and then a helicopter"
train/FrogPond.npy,An animal is making a lot of noise as it breathes.
train/FrogPond.npy,Several frogs making noises outside during the night.
train/FrogPond.npy,a frog is croaking with insects buzzing around
train/rbh mocking bird.npy,Birds are loudly chirping in the trees while the frogs croak in the pond.
train/rbh mocking bird.npy,Birds slowly chirping then increasing the intensity of the chirp as time goes on.
train/rbh mocking bird.npy,Several birds tweet and sing songs as traffic passes
train/rbh mocking bird.npy,The birds loudly chirp in the trees and the frog croaks in the pond.
train/rbh mocking bird.npy,The traffic is going at a pace and several birds are tweeting and singing songs.
train/20130418_stream.09.npy,A person is putting water into a tub.
train/20130418_stream.09.npy,A river flowing over rocks and collecting into a pool outdoors.
train/20130418_stream.09.npy,"Outdoors, a river flows over rocks and collects into a pool."
train/20130418_stream.09.npy,Someone is filling a tub up with water.
train/20130418_stream.09.npy,Water flows into a storm drain from a street gutter.
train/stream5.npy,A large volume of water is flowing down a gutter and into a storm drain.
train/stream5.npy,Water falls continuously and collects while splashing softly.
train/stream5.npy,Water is running steadily from a faucet into a sink while a washer runs in background.
train/stream5.npy,Water flowed through a wide pipe and into the basin of a pond.
train/stream5.npy,Water was flowing out of a large pipe into a pond
train/Crowds in Street in Seville.npy,"At an outdoor market, children, men and women are chatting."
train/Crowds in Street in Seville.npy,People are having a conversation adjacent to a busy street.
train/Crowds in Street in Seville.npy,People are talking and they get louder as a machine gets louder.
train/Crowds in Street in Seville.npy,People are talking next to a busy street.
train/Crowds in Street in Seville.npy,"Women, men, and kids at an outdoor market are talking."
train/School Kids Walk.npy,Children are playing on a playground adjacent to a street.
train/School Kids Walk.npy,Children are playing on a playground next to a street.
train/School Kids Walk.npy,Children racing and playing with nearby heavy traffic.
train/School Kids Walk.npy,Kids are running and then begin to walk.
train/School Kids Walk.npy,Several children are laughing and playing as they shuffled their feet while a vehicle passes in the background.
train/20060613.chicharras.npy,A person walks along a path as cicadas chirp in the background.
train/20060613.chicharras.npy,An engine whirs as a person walks around outside.
train/20060613.chicharras.npy,Cicadas are singing while footfalls occur on a path.
train/20060613.chicharras.npy,Several different crickets making chirping noises from close and far
train/20060613.chicharras.npy,The crickets are making chirping noises from close up and far away.
train/Concrete Stairs.npy,A person is hammering an object with a rubber hammer
train/Concrete Stairs.npy,A rhythmic clacking of footfalls against the floor.
train/Concrete Stairs.npy,Someone is walking around in a large room with a hardwood floor.
train/Concrete Stairs.npy,Someone walks around in a big room on a hardwood floor.
train/Concrete Stairs.npy,The rhythm of the footsteps against the floor.
train/Sound Effect_1-2.npy,A person speeds up and then slows down as the walk by outside.
train/Sound Effect_1-2.npy,Footfalls are audible and they suddenly become more intense.
train/Sound Effect_1-2.npy,"Someone is walking outside slowly, then they speed up, and slow down again."
train/Sound Effect_1-2.npy,Someone is walking slowly and then speeds up.
train/Sound Effect_1-2.npy,Someone is walking slowly then begins to speed up.
train/distroy F3edback.npy,A loud whir in a small area that drives away.
train/distroy F3edback.npy,"A train horn blows, a train gets closer, and a train passes by."
train/distroy F3edback.npy,The engine of an old fashioned propeller driven airplane.
train/distroy F3edback.npy,The loud whir of an engine breaks the silence of a small area before the vehicle drives away.
train/distroy F3edback.npy,a factory machine is running some people are working
train/Dogs_Barking.npy,A dog is barking and a smaller dog barks in the background and then a large dog starts barking.
train/Dogs_Barking.npy,Dogs call out in loud whines to each other while cars honk at them to get off the road.
train/Dogs_Barking.npy,Dogs of varying sizes bark at different intervals.
train/Dogs_Barking.npy,Monkeys were audible and then dogs began to bark.
train/Dogs_Barking.npy,Monkeys were shouting and then dogs were barking
train/Chmielna Street.npy,A group of three women converse as a crowd chatters in the background and footsteps crunch on the ground.
train/Chmielna Street.npy,A woman in the background is speaking to someone else and something scrapes at the end.
train/Chmielna Street.npy,"A woman speaking loudly, others speaking in the background, and then a child speaks."
train/Chmielna Street.npy,Over the background of a chattering crowd and footsteps crunching on the ground three women converse
train/Chmielna Street.npy,Several women converse as their children play in the background.
train/Street_Genova.npy,A crowd of people are talking as a church bell is chiming
train/Street_Genova.npy,A crowd of people are talking as a church bell is chiming in the background.
train/Street_Genova.npy,"A crowd of people chatters while periodically, in the background, a bell rings."
train/Street_Genova.npy,Church bells chime as people are chatting outdoors
train/Street_Genova.npy,Several people talking with each other at an outside park with church bells in the background.
train/ZOOM0001.npy,A group of men and women are having a discussion in a room of people.
train/ZOOM0001.npy,A man and two women are conversing as a large crowd chatters in the background.
train/ZOOM0001.npy,"In a room full of people, a group of men and women are having a discussion."
train/ZOOM0001.npy,Several people chatting in a room in a restaurant.
train/ZOOM0001.npy,Several people were having a chat in the restaurant.
train/babbling brook 2.npy,A small fountain running water down it and bubbling it up.
train/babbling brook 2.npy,"Water babbling at a steady pace, with some light outdoor ambient sound."
train/babbling brook 2.npy,Water is bubbling out of a fountain and forming a pool.
train/babbling brook 2.npy,Water runs down and bubbles up through a fountain.
train/babbling brook 2.npy,"a fountain pours water out, bubbling into a pool."
train/20090619.air.conditioner.npy,A motor is started up and left running for a while
train/20090619.air.conditioner.npy,A motor is started up and stays on for a while
train/20090619.air.conditioner.npy,A steady and consistent engine hums and vibrates.
train/20090619.air.conditioner.npy,An engine humming and vibrating consistently and steadily
train/20090619.air.conditioner.npy,An engine hums continuously making little change in pitch.
train/LA Rain.npy,"A low, mechanical whir dies down while rainfall resonates in the background."
train/LA Rain.npy,A machine is running and the rain is pouring down.
train/LA Rain.npy,An engine is running and the rain is pouring down.
train/LA Rain.npy,Rain streams down over a bustling city road.
train/LA Rain.npy,Rain trickles down over a busy city street.
train/20100403.Brussels.ambulance.npy,A crowd gathers outside as a warning signal sounds and then a siren begins to blare.
train/20100403.Brussels.ambulance.npy,"An emergency siren is going off, people talk and a vehicle siren goes off."
train/20100403.Brussels.ambulance.npy,An vehicle emergency siren blares while people talk in the background.
train/20100403.Brussels.ambulance.npy,As an emergency siren blares people talk then a vehicle siren goes off
train/20100403.Brussels.ambulance.npy,"The city street hums with vehicles, including the wailing siren of an ambulance."
train/20110121_stream.M10.npy,"As rain steadily falls, some water splashes on ground, and some gathers in puddles"
train/20110121_stream.M10.npy,Rain is falling heavily into a pool making a faint bubbling noise.
train/20110121_stream.M10.npy,Raining heavily into a pool with faint bubbling noise
train/20110121_stream.M10.npy,Water flowing over some rocks throughout a creek.
train/20110121_stream.M10.npy,Water running over rocks in a creek throughout.
train/bath.npy,A heavy rainfall is hitting the ground hard
train/bath.npy,A squeaky faucet handle is turned and water flows out.
train/bath.npy,"As water pours into the tub, the faucet squeaks."
train/bath.npy,The faucet squeaks as water pours into the tub.
train/bath.npy,The squealing of a faucet is followed by water coming out of it.
train/shells-tinkle.npy,A wind chime and bells begin to toll.
train/shells-tinkle.npy,A wind chime is being pushed and the bells are ringing.
train/shells-tinkle.npy,Jingling light items clang together not too loud constantly.
train/shells-tinkle.npy,Wind chimes making noise as they clink together
train/shells-tinkle.npy,Wind chimes making sound as they crash and clink together.
train/20141026 Bangkok House Traffic Thunder Bird 01.npy,Birds are singing while vehicles and approach and drive away in background.
train/20141026 Bangkok House Traffic Thunder Bird 01.npy,Birds are singing while vehicles approach and then drive off into the distance.
train/20141026 Bangkok House Traffic Thunder Bird 01.npy,"Outside in the street, a bunch of birds chirp and tweet."
train/20141026 Bangkok House Traffic Thunder Bird 01.npy,Something creaks lightly followed by a passing vehicle.
train/20141026 Bangkok House Traffic Thunder Bird 01.npy,Something creeks lightly and a vehicle passes by.
train/household noise.npy,A person is walking and then a door creaks open.
train/household noise.npy,"As a car passes by, a creak in the road occurs."
train/household noise.npy,"The creaking of something metallic and soft steps,"
train/household noise.npy,Waves from creeks are peacefully crashing along artificial objects.
train/household noise.npy,a wooden chair is creaking noisily as it repetitively rocks.
train/8 minutes in one.npy,As a machine is runs in an enclosed space people speak in the background.
train/8 minutes in one.npy,Static with a faint noise of men talking in the background.
train/8 minutes in one.npy,The noise level around the airplane is high due to the engines being active.
train/8 minutes in one.npy,The vacuum cleaner is being operated while the television is on.
train/8 minutes in one.npy,While the television is on the vacuum cleaner is being operated
train/A bird sing alone in the alpine forest.npy,A bird chirping repetitively as a waterfall echoes nearby.
train/A bird sing alone in the alpine forest.npy,A bird chirping repetitively sitting beside a waterfall
train/A bird sing alone in the alpine forest.npy,Electrical buzzing is accompanied by low humming as a bird chirps repeatedly.
train/A bird sing alone in the alpine forest.npy,"While vehicles drive in the background, a bird cries."
train/A bird sing alone in the alpine forest.npy,birds are chirping continuously in the forest over a long period of time
train/chinatown_park.npy,"Birds are chirping, a flute is playing, and people are talking."
train/chinatown_park.npy,Birds chirp and a flute plays in the background as people talk.
train/chinatown_park.npy,Birds chirp while people speak and instruments are played.
train/chinatown_park.npy,Music plays faintly while multiple types of birds chirp and people converse.
train/chinatown_park.npy,Music plays in the background as a variety of birds chirp and sing and people talk in the foreground.
train/Fish eagle call.npy,A whistle being blown softly joined by a second whistle.
train/Fish eagle call.npy,Two people blow through musical whistles with different tones in a random fashion.
train/Fish eagle call.npy,Someone is blowing a wind instrument like a recorder but not playing a tune.
train/Fish eagle call.npy,"This is the sound of a whistle, a flute, or a recorder."
train/Fish eagle call.npy,this is the sound of a whistle or a flute or a recorder or other similar instrument
train/Interior Ambience Large Hall Baby Cries in Background.npy,Faint voices and movement far away continues throughout.
train/Interior Ambience Large Hall Baby Cries in Background.npy,Faint voices continue along with far away movement.
train/Interior Ambience Large Hall Baby Cries in Background.npy,Quiet city noises are interrupted by a squeaky screen door opening.
train/Interior Ambience Large Hall Baby Cries in Background.npy,Relatively quiet until a door squeaks open and then becomes quiet again.
train/Interior Ambience Large Hall Baby Cries in Background.npy,The very low rumble of a city is broken by a screen door opening with a squeak.
train/Kettle 01.npy,"A machine begins running loudly, and the sound begins to fade."
train/Kettle 01.npy,"A machine is running loudly, and then begins to fade."
train/Kettle 01.npy,A motor is constantly running that gets increasingly louder.
train/Kettle 01.npy,A motor is getting increasingly louder as it constantly runs.
train/Kettle 01.npy,Air is moving around in a relatively small space.
train/AM static.npy,A machine is running at an irregular speed and intensity.
train/AM static.npy,A machine is running in irregular speed and intensity.
train/AM static.npy,Crickets are chirping and an engine is in the background.
train/AM static.npy,"Crickets are chirping loudly, while off in the distance, a car engine rumbles softly in the background."
train/AM static.npy,"On a hot summer day, insects vocalize, or an engine drones."
train/Ambience_hum_tuning fork.npy,A large metal bell is struck and vibrates
train/Ambience_hum_tuning fork.npy,A large metal plate is rung and echoes and vibrates.
train/Ambience_hum_tuning fork.npy,A musical instrument hums at the beginning and echoes afterwards.
train/Ambience_hum_tuning fork.npy,Something electrical is making a low humming sound.
train/Ambience_hum_tuning fork.npy,The vibrating of the large metal bell follows it being struck.
train/Lift running - doors close and open.npy,"A banging over howling wind, then squeaking and footsteps growing louder."
train/Lift running - doors close and open.npy,"A fan is turned on, followed by metallic squeaking, with guitar music in the distance."
train/Lift running - doors close and open.npy,Someone is rolling a cart down the hall after putting something in it and picks up more stuff.
train/Lift running - doors close and open.npy,Someone opening a garage door slowly and then closing it.
train/Lift running - doors close and open.npy,Someone rolls a cart down the hall after putting something in it and picking up more stuff.
train/Rome Inside The Metro.npy,A loud whirring noise starts while people are talking indistinctly in the background.
train/Rome Inside The Metro.npy,A loud whirring noise while people are talking in the background.
train/Rome Inside The Metro.npy,A plane is landing while people are talking in the background.
train/Rome Inside The Metro.npy,"Machinery running, many people speaking and a loud speaker making announcements."
train/Rome Inside The Metro.npy,"Machinery running, many people speaking out the loudspeaker making announcements."
train/Gravel Crunch.npy,A microphone is carried by someone walking over gravel.
train/Gravel Crunch.npy,A person walking along rough trail on twigs and leaves and a person crying briefly in the background.
train/Gravel Crunch.npy,Someone carrying the microphone is walking on gravel.
train/Gravel Crunch.npy,Someone is walking over gravel and the wind is blowing in the background.
train/Gravel Crunch.npy,Someone walking over gravel and the wind blowing in the background.
train/restaurant2.npy,A crowd of people talking and dishes clinking.
train/restaurant2.npy,"At a crowded restaurant, a baby is crying for its mother as plates are loudly banged together."
train/restaurant2.npy,Dishes are clinking while a crowd of people talking.
train/restaurant2.npy,People are talking in a restaurant and dishes are being stacked.
train/restaurant2.npy,People are talking in a restaurant as dishes are being stacked.
train/STE-013-lisbon_alfama04_frenchkids.npy,Children are talking to each other and their mother.
train/STE-013-lisbon_alfama04_frenchkids.npy,A group of kids are speaking among themselves.
train/STE-013-lisbon_alfama04_frenchkids.npy,Multiple children are talking to each other and their mother.
train/STE-013-lisbon_alfama04_frenchkids.npy,"In a large and open room, children talk to each other while other people are in the background."
train/STE-013-lisbon_alfama04_frenchkids.npy,Children are conversing and people are moving in close proximity to each other.
train/Kokar_Oppsjon_bird.npy,A bird squawks repeatedly as a book gets closed by someone.
train/Kokar_Oppsjon_bird.npy,A bird squawks repeatedly as a book is being closed.
train/Kokar_Oppsjon_bird.npy,A person walks on a path while a bird cries loudly above.
train/Kokar_Oppsjon_bird.npy,Birds chatter loudly above a far distant waterfall.
train/Kokar_Oppsjon_bird.npy,It is raining lightly while a bird shouts and a person walks.
train/sogukortam.npy,A car engine is running at an idle.
train/sogukortam.npy,A jet is travelling through the air and then making noise.
train/sogukortam.npy,A jet is travelling through the air making noise.
train/sogukortam.npy,A strong wind is blowing causing some mild static.
train/sogukortam.npy,Race cars go around a track in the very far distance
train/Exterior enter door large interior lobby TV revolving door exit to traffic and voices.npy,"A car drives closer until a man speaks, then the car drives away."
train/Exterior enter door large interior lobby TV revolving door exit to traffic and voices.npy,"A car drives closer, until a man speaks and then the car drives away."
train/Exterior enter door large interior lobby TV revolving door exit to traffic and voices.npy,Brakes squeal from a few vehicles as they begin driving away.
train/Exterior enter door large interior lobby TV revolving door exit to traffic and voices.npy,People are talking while vehicles are braking and moving.
train/Exterior enter door large interior lobby TV revolving door exit to traffic and voices.npy,vehicles are braking and moving and people are talking
train/STE-008.npy,A subway train sound its horn and brakes loudly as it comes to a stop.
train/STE-008.npy,"A train begins to move down the tracks, pulling out of the station."
train/STE-008.npy,A train horn blares while the train screeches by.
train/STE-008.npy,A train is pulling off from the station.
train/STE-008.npy,Subway train horn and braking noises as train comes to a stop
train/Glass on concrete.npy,Glass bottles are being placed next to each other onto the ground.
train/Glass on concrete.npy,Someone is struggling to get a ball out of a glass bottle.
train/Glass on concrete.npy,The lid of a glass jar is repeatedly being lifted and put back on the jar.
train/Glass on concrete.npy,The lid of a glass jar is repeatedly being taken off and put back on the jar.
train/Glass on concrete.npy,someone is trying to get a ball out of a glass bottle
train/etl Shadyside Train 24-48.npy,A large truck moving outdoors with traffic sounds.
train/etl Shadyside Train 24-48.npy,A long and noisy train is passing by a road.
train/etl Shadyside Train 24-48.npy,A machine turns on and is being handled.
train/etl Shadyside Train 24-48.npy,A screeching subway car crashes along as it rolls by
train/etl Shadyside Train 24-48.npy,Traffic moves against a large truck outside moving slowly.
train/RadioTune_2_bip.npy,A person playing a radio then changes the dial to hear different stations before turning the radio off.
train/RadioTune_2_bip.npy,A radio is playing as a person changes the dial to hear different stations then turns the radio off.
train/RadioTune_2_bip.npy,Someone was searching through different stations on the radio before shutting it off.
train/RadioTune_2_bip.npy,Tuning into multiple radio stations without waiting in one for one second and finally shutting the radio off.
train/RadioTune_2_bip.npy,Tuning into multiple radio stations without waiting in one for over one second and finally shutting the radio off.
train/Bathroom shower.npy,A person rinsing off a car after washing it.
train/Bathroom shower.npy,Someone is spraying water using a garden hose.
train/Bathroom shower.npy,Someone is spraying water with a garden hose.
train/Bathroom shower.npy,Water is splashing as someone takes a shower and washes.
train/Bathroom shower.npy,Water splashing as someone takes a shower and washes.
train/Kettle Boil.npy,A diesel engine is whirring in a constant pace.
train/Kettle Boil.npy,"A diesel engine whirs, keeping a constant pace."
train/Kettle Boil.npy,A loud machine runs constantly throughout the entire clip.
train/Kettle Boil.npy,A really loud background noise is caused by an unknown object.
train/Kettle Boil.npy,A really loud background noise from an unknown object.
train/Kali Temple Soundscape.npy,Many different people are conversing and a machine is rattling nearby.
train/Kali Temple Soundscape.npy,Many people are present and have broken off into several separate conversations.
train/Kali Temple Soundscape.npy,Many voices are speaking in a crowded market while something is rattling.
