file_path,caption
train/YI1mEtOE6SCI.npy,Water runs and an engine idles
train/Yc-KDag4F6UM.npy,People talk and laugh in the foreground as ducks quack nearby
train/Yc-G62jCO3og.npy,A machine runs while someone speaks and drips water
train/Yc-B2UwaqqII.npy,A person talking with music playing in the background
train/Yc-BZyLYhFso.npy,Wind rushes by rapidly as a truck engine rumbles and shifts nearby
train/YI2EAD7YYpE4.npy,Water sloshing and being poured within a hard basin
train/YI2HedWZJD_o.npy,Scratching followed by something dropping and chews and swallowing
train/Yc-4N7BgwFro.npy,A man speaking followed by a series of rapid gunfire
train/YhaYhtVmlDXk.npy,An electric engine works nearby
train/YFjxQImFCxrE.npy,"A person speaks nearby, followed by a speedboat rushing by quickly"
train/YzHYvmn5cpjA.npy,A motorcycle engine running idle before revving several times
train/YzHYd3WRWzdI.npy,A woman speaking followed by a child speaking and a dog barking
train/YzHTufsooxac.npy,Laughter and man talking
train/YzHOqrJuRTIQ.npy,Hissing with some rustling
train/YzHLofcq_GVk.npy,A vehicle races and accelerates engine
train/YzHJUhX4g6-A.npy,An engine starts up and idles
train/YzHHEz1UkZ3Y.npy,An adult male speaks while rhythmic taps occur
train/YzHDYugRmRoc.npy,A man is talking while typing on a keyboard
train/YzH8s5JRSyZ0.npy,A man speaking followed by a child speaking with people speaking over the television
train/YzH8DLXK3DmA.npy,Wind blows with distant rustling and splashing with birds chirping in the distance
train/YE0IfxHEZsSI.npy,"A person talks on a speaker followed by emergency vehicle sirens, after which a person talks on a speaker again"
train/YE06vzex3GFY.npy,Someone breathes heavily and fires a gun
train/YE0D5gP9jqig.npy,White noise followed by sniffling and a sneeze
train/YE0Vc24qb9RY.npy,A woman speaks smoothly over a microphone
train/YE0YNn9KS9i0.npy,A camera shuffles then something falls on a hard surface
train/Y6t5Cq-Za5g0.npy,A train passes then toots its horn
train/Y6t4SYwZCbuQ.npy,A cat meows and purrs
train/Y6t1rjy-cvbY.npy,Water running and beeping and booking
train/Y6t1VTVHPuZk.npy,A cat meows and something falls to the floor as a man laughs
train/Y6t-IG3Kh0co.npy,"Traffic passes in the distance, some spraying and clanking nearby"
train/Y6sv9mRjayKg.npy,A bell chimes loudly while music plays in the background
train/Y6sqv6n0m5fs.npy,A vehicle is speeding along and a man is speaking in the distance
train/Y6sqrhAj6ZsY.npy,Music playing as power tools rev
train/Y6slsDc1jDbk.npy,A man makes calls among ambient outdoor noise
train/Y9kF_diFPQxg.npy,An engine running followed by quiet murmuring
train/YJ27n-YMINIY.npy,A man speaking while a vehicle engine is running in the background
train/YlkYM2TklIjc.npy,A man talks while bees fly
train/YJ2C_-t7MP_I.npy,Two man talks and then a burst happens
train/YlNtja6ipeoo.npy,Traffic passes and water splashes
train/YINCk4Bd2msc.npy,Rubbing with tricking water splashing
train/YINDvef4dq2E.npy,Rains falls on a rooftop
train/YUn9KyXPmJAA.npy,"As a motor hums nearby, a sewing machine sews rapidly"
train/YlNRPEh4COQw.npy,A man talks very low
train/YINM0ZzRNKTM.npy,"A motor makes a noise, followed by a man speaking as rain falls"
train/YlNouCkajt4o.npy,Rain falls heavily and thunder sounds in the distance multiple times
train/Ytw9b4lEiZHE.npy,Water is pouring and splashing with people speaking in the background
train/Y0H533OGPZ2o.npy,A steady recurrent ticking sounds as made by a clock
train/Y0H49qM6CFHA.npy,An engine rumbling and taking off with men talking in the background
train/Y0H2Z7gTksRg.npy,A dog is howling and a young male speaks
train/Y0H1xmxlDBu0.npy,A small drill whirs
train/Y0H1243JIN4k.npy,Man speaking before shutting the car door
train/Y0H0G3l850yY.npy,An adult male speak excitedly and a crowd applauds
train/Ym85LvcMsve8.npy,Chirping and croaking with faint speech
train/Y0GzDmD6HeF8.npy,A low growl of a cat followed by a higher pitched meow
train/YBLTscl4P0RI.npy,A loud horn honking followed by an engine idling
train/Ym8JH5dMxlEc.npy,A young girl and a man sing with birds chirp in the distance
train/Y0HBAshYFBCU.npy,A large vehicle motor is running and an adult male is speaking
train/Y0H886ArR4l4.npy,"A baby speaks, an adult male speaks, and sizzling is heard"
train/Y0Xrg64OjC5o.npy,A dog barks as a group of women are having a conversation
train/YJG4nBMbUw3c.npy,A man speaking as heavy machinery hums in the distance followed by bicycles pedaling and a man faintly coughing before wind blows into a microphone
train/YfC9SbP3nZTI.npy,Some metal is being tapped and far away some pigeons
train/Y0Xsny5M-hyE.npy,"Boy speaking, man speaking, and children laughing"
train/YfCBiZMybKPQ.npy,An engine accelerating away followed by revving
train/Yne7oaLp099s.npy,"A man is speaking while typing, and typing continues when a woman talks"
train/YneH6NGCJql8.npy,"A car revving its engine loudly, followed by a man talking"
train/Y-CnaHNKIE3E.npy,A woman gives a speech there is laughing from an audience
train/Y-CljUN9ziao.npy,An adult a speaking a foreign language with laughter at the end
train/YH_Ww0OMSlxM.npy,A car revs and passes by as its engines slowly become quieter in the distance
train/Y-CgCr8Eknm0.npy,Multiple people are talking loudly as their speech is muffled.
train/Y-CfaSyX-vcc.npy,Men speaking while driving a vehicle
train/Y-CkJyZ2fFOY.npy,A galloping horse and the people chatting in the background
train/Y-Chm_TzeYjA.npy,"The wind is strong, raining is falling, and there is muffled talking by a man"
train/Y-Ce1gLMg0Kk.npy,Tropical music with clacking at end
train/Y-CdmSTz01D8.npy,"An adult female speaks, liquid pours, metal clinks, scraping sound occurs"
train/Y-CexEQAEdAg.npy,A wood chipper engine is running
train/Y-CepfaU3-ZY.npy,A medium engine is idling
train/Y5-Eu5QrzGag.npy,A goat bleating followed by women speaking
train/Y5-LO6dUCiJ4.npy,Woman talking and a crowd laughing
train/Y5-P7x4FV4lg.npy,Frying and a woman speaking followed by more frying
train/Y5-PEMVaZm10.npy,Helicopter blades are spinning
train/Y5-PJ49JuuRQ.npy,Loud engine revving and running
train/Y5-QPEX2_epA.npy,"A man speaks, a motor hums, water flows"
train/Y5-R8zaohZrU.npy,"A child speaks and runs, a woman laughs then a goat bleats"
train/Y5-TT-zbQiCg.npy,A source of water running
train/Y5-VdQ476qJ8.npy,People speaking and making cat and cow noises
train/Y5-ZFt6TJdso.npy,A woman is speaking
train/YBLCtN8PLY9k.npy,A child sobs and then a woman speaks
train/YH_PjX15qsNc.npy,"A man talks loudly as a noisy motor runs and water splashes, ending with a few men laughing"
train/YgPG3uqc5PGk.npy,Young men voices laugh and talk as an engine begins to move a vehicle
train/YgPHtapBA56A.npy,A person whistles a tune
train/YgPLRJr2pFtI.npy,"Birds chirp in the distance, and then frogs croak nearby as the birds continue to chirp"
train/YgP2VX1LL8sY.npy,Large vehicle running
train/YH_QsHYwwXko.npy,Telephone dialing and keys tapping
train/YH_TzKLgb6jw.npy,Wind blowing with several loud gunshots
train/YgPPXZYmT4Ww.npy,"Clanging occurs followed by strong wind blowing, and an aircraft engine is running"
train/YfqKRu_QVBbM.npy,Whooshing in the distance and one gunshot followed by another
train/YCe14ZPOp3hg.npy,Man talking first and then start drilling
train/YCdydr0L_4r8.npy,A man speeches while metal objects taps
train/Y4fgpSuEyGjs.npy,A woman is singing and clanging dishes
train/Y4fhLECgoV-0.npy,Water is flowing and a man speaks
train/YDIKC7JyrEXs.npy,A horn is triggered several times while a bell rings
train/YDIOHm5gNcWw.npy,Engines humming with faint scratching and clicking
train/Y4fQmdGwBNxU.npy,A beep goes off and a man speaks
train/Y4fT7YUZHP5o.npy,A clock is ticking
train/Y4fUBy0bT8U8.npy,Bees are buzzing
train/Y4fVGsuADI4Q.npy,Multiple people talk and laugh
train/Y4fX-_LrvHF8.npy,A baby is crying and a couple voices are talking over the baby
train/Y4fa2gc6Sisc.npy,A small dog is barking and whimpering and birds are chirping in the background
train/Y4faXhe2aOVo.npy,People speaking with a horse trotting in the background
train/Y4fftZk9rCVw.npy,A horse is trotting and people are murmuring
train/Y1CrJb4g3ZIU.npy,"Clip clops from a horse, people speak"
train/Y1CmB3kk32mg.npy,Crowd laughs while man speaks
train/Y1CkVthBb4wU.npy,People yelling and water rushing
train/Y1Cy-qK2Fjtw.npy,Baby starting to cry
train/Y1Cx2j9gtRyI.npy,The sound of a motorized vehicle as it passed by listener close to the vehicle's path
train/Y1Cwdadv0Pbo.npy,A motor vehicle is moving and speeding up
train/Y1CtSso0tgHc.npy,Women giving speech
train/Y6YM9zPMmz1k.npy,"An adult male is speaking, metal clinks, and wet squishing occurs"
train/Y6YKWV3Hcsp8.npy,A toilet flushing
train/Y1D2kEFhf3Wg.npy,Different types of birds chirping
train/Y1D2G4XRcp3w.npy,A young child is talking as a stream is heard nearby
train/Y6YPB0eV43bQ.npy,"An adult female speaks, children are speaking in the background, and clacking occurs"
train/Y6YN_V-hffQs.npy,A woman and child speaking with some splashing
train/Y6YWK8S1thvk.npy,The wind roars and waters splashes
train/Y6YRoeQyRlJU.npy,A short speech then a spraying sound
train/Y1b36MnBQ0Eg.npy,Vehicle running followed by speech
train/Yl-N4TZ2y-5c.npy,High pitched pig squeals followed by oink
train/Yl-IQ0ro2w6c.npy,A man speaking as a duck is quacking and water is trickling as vehicles drive by in the distance
train/Yl-auCMIfagE.npy,An aircraft engine running idle followed by a man talking in the distance
train/YD5bsuPPnUvk.npy,Water pouring and splashing sounds
train/YD5OJkxSFNlU.npy,A man performs a monologue
train/YN-HuXc4XB2o.npy,A machine cuts material in half loudly and at rapid speed
train/YwPwZ51BkfMM.npy,"Vehicle engines idle nearby loudly, and then a person talks nearby"
train/Y1cUxMhdZcFw.npy,"Water is running and splashing, an adult male and female speak, and children and adults are speaking in the background"
train/Y1cWra7GLVf0.npy,Frantic speech followed by engine starting
train/Y1cQHf-TeETQ.npy,Speech followed by belching and laughter
train/Y1cQk4Lxoexs.npy,People are talking and vehicles are passing by and there is a loud horn
train/Y58lsNJYCw9w.npy,"Dogs bark, a man speaks"
train/Y1cgJ5XgRoZU.npy,A car engine is revving
train/Y58iG8_qx10c.npy,Clicking on a computer keyboard
train/Y58h7aBTIhBs.npy,A woman speaks and a baby cries
train/YoVTwTUPKvCw.npy,Water trickling and dripping followed by bird wings flapping and wind blowing in a microphone as radio static plays in the background
train/Y1ci9EhneRNs.npy,Motor vehicle engines are running and a cat meows
train/Y1cj2Z4XjPXs.npy,"The wind is blowing, dogs are barking, tapping occurs, and an adult male speaks"
train/YoVSM65HBWTs.npy,Fire softly crackling and burning
train/YoVKZg35efys.npy,A crowd gives applause
train/YoVNrhE8vfO8.npy,"A low, soft ticktock is constant with female vocal music playing in the background"
train/YRE7LdoJi2h4.npy,A motorcycle engine runs steadily then accelerates
train/YREM-ErhpLBA.npy,A singing car horn blows
train/YREB5JTDYqCU.npy,A man talks and coughs followed by a beep and an object being hit
train/YD3HXDQz9Uxw.npy,A motorboat drifts across water as the wind blows
train/Yp1rqzc83w7U.npy,An engine revving briefly then idling consistently with some rustling in the background
train/Ybwxzwgcy5pM.npy,A person saws a log multiple time as a man talks nearby
train/Yp1Rxgcbsjhk.npy,Bird cooing with crickets chirping
train/Ybx0pgO8wPG4.npy,An infant sobbing followed by a woman speaking and chuckling
train/Yp1Mn__o9chU.npy,Pop pop and young boy speaking
train/Yp1POdJ6JWaI.npy,Rubbing and sawing of wood
train/Yp1g6cu98Tuc.npy,"Male voices and soft, quite bees buzzing"
train/YD38smyrD6jI.npy,White noise and rustling
train/YFegbmKriDuM.npy,Wind blows hard as a man speaks with traffic in the distance
train/YFewhkPh4QsQ.npy,Light mechanical humming with a baby crying
train/YFeTGItL24lE.npy,A woman speaking followed by a soft plastic thump then a power tool briefly drilling
train/YHi8zeVbeD5Y.npy,"Rustling together with white noise, quacking and female speech"
train/YHiQX1sXsRIo.npy,A continuous hot frying pan hisses as a woman speaks then a metal clank at the end
train/YFf-LWu7Eyag.npy,A man is speaking followed by a loud telephone beep and more talking
train/YHiVuQZl433c.npy,Someone walks along and air is released
train/Y5rU0G0KxkbE.npy,A young woman is giving a speech
train/Y5rLymowVSQU.npy,A motor running as two men have a conversation
train/Y5rQPL43TiGQ.npy,A male is breathing heavy before starting a speech to a group
train/Y5rYrSOks7tY.npy,Water running from a stream or waterfall while a man sighs in the background
train/Y5raLaNGUBM4.npy,Heavy rain and thunder followed by a young girl speaking
train/Y5rXvWzf3eXQ.npy,"A baby is crying, females are singing, and an adult male speaks"
train/Y5rYXN6RNipY.npy,A rhythmic ticking sound
train/Y5raM2ClzUng.npy,A person is speaking in a distressed voice while a baby is crying in the background
train/Y48cwyS3At84.npy,Man speaking and clicking buttons
train/Y48eZ44KV91k.npy,Water is splashing and ducks are quacking
train/Y48ZPvAvoyLI.npy,A child speaking
train/Y48ZzOxhQo2Y.npy,Waves breaking and a man laughing
train/Y48ibKS8RZ7E.npy,Small splashes in water and then rushing water
train/Y48oVkxHPg8A.npy,Several people chatter and talk over rustling wind
train/Y48h6EGY8b5Y.npy,Wind blowing leaves
train/Y48hT-ncBQOc.npy,"The wind is blowing, the birds are singing, a dog barks, a tool motor runs, and people speak in the background"
train/Y6jLu70WHfEU.npy,Traffic passes in the distance as dogs bark and people laugh
train/Y48oYWn2xDkQ.npy,Engine idling with a steady squeaking
train/Y48qlec3i3Ds.npy,"A cat is meowing, and some tapping occurs in the background"
train/Y6jFl0KW-S84.npy,"A door is opened and slammed shut, a large engine starts up"
train/Y74QyUIiO4LE.npy,Someone is sawing followed by the same man explaining something then drops the tool used for sawing
train/YmMOPhpQ7lLA.npy,"A woman speaks, a sewing machine starts sewing, and then the woman speaks again"
train/Y74RGyXdXM28.npy,Woman giving a speech
train/YmM-ogPZ35wM.npy,Someone moves thing around on a hard surface
train/YmMBRJ9WshF0.npy,A baby cries loudly and makes talking sounds
train/Y74RLHhoTEnI.npy,A woman and a young girl talking
train/YmLy7r2kQ4CM.npy,"An engine buzzing loudly with distant, muffled speech and laughter"
train/YmLyMwEPbAvo.npy,Train toots horn while passing a car then toots its horn
train/YyONDpRKZaIk.npy,Water runs constantly
train/YyOMGCpYiksM.npy,A vehicle engine is revving quietly
train/Y5dMFS6CKRmQ.npy,Church bells ringing
train/YyO2P5Vw05ZA.npy,Goats baaing while birds chirp in the background
train/Y1MbWJxa6rfg.npy,"Farm animals, barking and pig noises"
train/YyO7LrxtcBRs.npy,"An adult female speaks and laughs, and female children speak"
train/YyO6JJ-sozfs.npy,A man speaking over a telephone speaker
train/YyOEDwzVyFZ8.npy,A few emergency sirens abating
train/Y6jAqzrJ5qqI.npy,Mechanical humming with people speaking and dogs barking
train/YyOJ7as7wqfs.npy,"Water trickles and gurgles while clattering occurs, hissing is present as water runs via plumbing, and a flush occurs"
train/Y1M_NPbRFjq8.npy,A buzzing motor sound is occurring
train/Y7xQxDYD0D5E.npy,A man is talking then a toilet flushes
train/Y7xRTlSTsfQc.npy,Outside natural noises of wind gusts followed by someone breathing in deeply
train/Y6j9myweGLdk.npy,"A door closes, and a woman laughs"
train/Y7xW3_B2R9Uw.npy,A car engine is started up and the engine idles
train/Y5dRu00kf0MY.npy,Ticking of a clock
train/Y7xVjn-_qycw.npy,Bees are buzzing gently and birds are chirping
train/Y7xVzwiY39JQ.npy,A cat meows and a few people are conversing
train/YMTDKrK5vxms.npy,A horse running with quick clip-clops and then men speak and laugh
train/Y7xZxYm27FdA.npy,Water is being gushed out of something followed by dripping noises
train/Y74W98v1usAI.npy,An appliance motor running
train/YwPffEyNgVmY.npy,"A man speaks nearby, followed by a drill rotating"
train/Y74Yfg0Kok5U.npy,A dog barking loudly
train/Y1MPwoS-R83A.npy,Small kittens meowing
train/Y1MZFgSH6K24.npy,Man speaking in foreign language
train/YjjyeWQVYzbk.npy,A man speaks and rings a bicycle bell
train/Y5da26SnEjSk.npy,Wood sawing followed by man's voice
train/YjkoZEdf_osM.npy,Bubbling and trickling noises as child speaks and sniffles
train/YQHtOjzBgdg0.npy,A toilet flushing loudly
train/YgIdmmdHdAJ8.npy,A man speaks with humming of traffic followed by revs of an engine and wind blowing
train/YyozzP1aov9o.npy,A dog barking followed by a toy vehicle driving as a two men talk during a series of thumps on cloth in the background
train/YKWxy6GNZIOM.npy,A turned on faucet with a series of dripping followed by a brief pause then a faucet turned on
train/YKWwYoRB7iYc.npy,"A person talking, and a ticktock sound"
train/YSDMDRP84o7I.npy,A drill is used and a man speaks
train/YKWq8sae0N2g.npy,A vehicle starts up and then begins to accelerate nearby
train/YKWpKgGFAUDE.npy,Water flowing hard from a faucet in short bursts followed by a man speaking
train/YOaBGkB2v6vU.npy,A cling and two clangs and then a train pulls away from a station
train/YTG_l_Q54Ocg.npy,Fast vehicles move away followed by a man talking
train/YO_iiHMbjS04.npy,Water flows from a flushed toilet
train/YO_r2hxzc4P0.npy,Humming of a vehicle with people speaking
train/YO_vkeHwZXCs.npy,Continual applause and shouting then some high voice do a chant
train/YJUdUxjC2LRE.npy,Humming and vibrating of an engine followed by footsteps
train/YJUfRoYjeRj4.npy,A loud vehicle horns honking with traffic noises
train/Y6FkBvOOFLog.npy,A man is giving a speech
train/Y6Fi-ARE9hyY.npy,A truck running while a man speaks
train/Y6Fc6-GVxFcU.npy,A woman is verbalizing something while flushing the toilet
train/Y6FgK9RUCHsg.npy,"A motor vehicle engine is idling, metal clicking occurs, and low squeak occurs"
train/Y6Ff07qMgr6Q.npy,A power drill being used
train/Y6FP2OEJSPMQ.npy,"Water is trickling and gurgling, and an adult male speaks"
train/Y6FO2_upxip8.npy,Multiple pig oinks
train/Y6FadBxm4dFM.npy,Dogs growl and bark and people speak
train/Y6FR9BPTPOy8.npy,People speak and a dog barks
train/YqKoFFVT8H6g.npy,A woman speaks and types on a keyboard
train/YqKnmm1B7fxM.npy,Vehicles move while a man talks and a horn is triggered
train/Y4TzlkvLCXgU.npy,Screeching followed by honking and more screeching
train/Y4TzN2wpqy0A.npy,A train blows its whistle
train/Y4TyLwAE__C0.npy,Group of kids speaking in unison then an adult gives a prompt and the children respond
train/Y4TwIHuGexLo.npy,Women giving a speech
train/Y4TyVq1Qeqtw.npy,Loud emergency sirens
train/Y4TyQf4iyINQ.npy,An engine is revved up slowly then revved up to its maximum very quickly
train/Y4TuAA-VhwVs.npy,A clock chimes
train/Y4Ts6GjyJ1-w.npy,An engine is idling roughly
train/Y4TuUYEnMItE.npy,"Woman speaking, animal eating noises and oink"
train/Y4TuC-NVwtPc.npy,Someone snores loudly
train/Y2CTTzjteTJM.npy,Vehicle loudly revving with a build up then fast take off
train/Y2CUEfIlPwf8.npy,A man is talking and horse is stomping its hooves
train/Y2CUf1QVlaoo.npy,Someone snores loudly
train/Y2CWR8Rc2ylY.npy,Two people speaking to each other
train/Y2CWosdSn7nU.npy,"Really loud snoring, then mans voice talking"
train/Y2CYR6UxuPFo.npy,A man making a speech
train/Y2CaLPQ2RaXA.npy,Lots of female voices talking and giggling
train/Y2CbiaYL-C0I.npy,Repetitive mouth snoring and low throat laughter
train/Y2Cc7A0EooL4.npy,A woman addresses a crowd
train/Y2Ccb8CegLn4.npy,A woman are giving a speech
train/Y3GjbhzRd5Qg.npy,A man talks followed by light laughter
train/Y3GkJeelJCB0.npy,The chirping sounds of birds are muffled by the hissing sound of a locomotive
train/Y3Glhp0cFwLg.npy,A medium motor vehicle engine is idling and vibrating
train/Y3Glt9M8l_OA.npy,"Cat meowing, followed by person laughing in background"
train/Y3GmU09o_vu4.npy,An engine clatters while sitting still
train/Y3GnjHs5_1GM.npy,"Water is splashing on a surface, and an adult female speaks"
train/YXFdBBM1CoO0.npy,Splashing with people speaking
train/YXFeMq1z6UwI.npy,"Sizzling is ongoing, metal thumping occurs, and music is playing in the background"
train/Y3pM2fk741u8.npy,"A woman speaks, a child reacts and screams"
train/Y3pLkwWZxvYo.npy,Young children are speaking and laughing then a man yells out
train/YvWf_luhClIU.npy,Clip clops of a horse with wind blowing and a neigh
train/YXFa3jXjMimY.npy,Loud booming vibrations of an idling engine
train/Y3pFOqHVh1Aw.npy,A large engine roars as it passes
train/Y3pEyQWTC6L4.npy,"A woman talks, and then, she begins to yell"
train/Y3pDF3xpA3LI.npy,Bird flapping its wings
train/Y3pCqVbOHx6c.npy,"A man speaks in the distance, a baby talks, water splashes"
train/Y3pKiOFtQqVE.npy,"Music plays, a motor runs"
train/Y3pIckciKf8s.npy,A female starts to speak as she starts working on the sawing machine
train/Y3pG8P6m0E4I.npy,A baby is crying
train/Y3pFeupS76qU.npy,"The wind is blowing, an emergency vehicle siren blows, music occurs, and an adult male speaks"
train/YkDYQlgtSs0A.npy,"Wind blowing and water, waves and surf sounds"
train/Y7iYPc8k8vgg.npy,A man woman and child are having a conversation
train/Y7iKd6u_RQnM.npy,An engine rumbles as people speak and dogs bark
train/Y7iIBkME4bSM.npy,Helicopters taking off and passing by
train/Y7iN2DPB7LPs.npy,An appliance is vibrating then a loud buzz goes off
train/Y7iLVhmeVMtg.npy,Steam is escaping and a steam train is speeding up
train/Y7iAm-0xQZcQ.npy,Motorized spraying with people speaking
train/Y7i9EOPaSOns.npy,Wind gusting and rain falling as traffic passes
train/Y7iD2hGSvu7E.npy,Electric saw cutting
train/Y7iCh6m8DOe0.npy,An engine is idling and a man is talking over it
train/Y4MILPH5z3no.npy,Flushing toilet
train/Y4MGz4yRWmL4.npy,A baby laughs several times in short bursts
train/Y4M4B72974Ps.npy,A woman speaks as do many other people in the background as waves slap softly
train/Y4M2uOOIBcRo.npy,A car roving up its engine
train/Y4M1AJ2wPIg0.npy,"A motorboat roars, and a man speaks"
train/Y4M0-fO8_Lo8.npy,Machine playing music of someone whistling and banging
train/Y4MD5BNz7NQg.npy,"An adult male speaks, a sewing machine clatters rhythmically, and a click occurs"
train/Y4MAZADs2qLM.npy,Engine running followed by water splashing
train/Y4M8CFX38RpQ.npy,"Snoring is occurring, and music is playing in the background"
train/Y4M67XshObHk.npy,Man is speaking while tromping through leaves. Another man coughs
train/YmTmgLwqhm-E.npy,"Birds chirp nearby, followed by a man speaking"
train/YmThKUHxtcuA.npy,Something splashes in a body of water
train/YmTw9lMIlgq8.npy,Dry scraping followed by high powered loud vibrations
train/Yqth0XiPwFcE.npy,Light walking stepping and snoring
train/Y7abK6T8DtVs.npy,"An adult male is speaking, clacking and thumping occur, birds are cooing, and wings are flapping"
train/Y7aaCPJACSg4.npy,A telephone rings
train/YqtZcO3KLCnM.npy,Several pigeons coo
train/Y7aSzGmtAgQI.npy,Hissing followed by a loud whistle
train/Y7aQZRhzXMCc.npy,A woman is speaking then people laugh and the woman speaks again
train/Y7aMbRHe8HNg.npy,A motorcycle is speeding along then stops
train/Y7aIWshNTcfo.npy,"A large horn is honked, a small engine is revved, people speak, and smaller horns honk"
train/Y7aZef1jyzJg.npy,Humming of a car engine
train/Y7aWM8cEBVy4.npy,A helicopters blades rotate very fast
train/Y7aVyoqPYFbU.npy,"A man speaks, a few pigs oink and squeal, and a child giggles"
train/Y7aVIEoITwPE.npy,A high frequency sound from a sewing machine
train/Y1vuonJq7Qt0.npy,Tap water from a faucet runs
train/Y1vw4LB-D2zo.npy,A helicopter is flying in the air
train/Y1vyqNR7y2LU.npy,A man speaking and laughing with a young boy
train/Y1vzFjLGirGI.npy,A woman is speaking
train/Y33D-gg4ZYyc.npy,Baby crying repeatedly and gradually becoming more distressed
train/Y1vty-K__d08.npy,Power tool whirring
train/Y338ZA2jtFC4.npy,Tires run over gravel a short loud hum of an engine
train/Y33BmXwxisZQ.npy,"A motorcycle engine is idling, and a whistling sound is occurring"
train/Y33C7wqggIRg.npy,A man speaking and car engines racing by
train/Y33CAk5PN-Go.npy,A pig is oinking and a person speaks
train/Y1w0H-XUjbJQ.npy,"Birds chirping, flapping animal followed by a woman laughing"
train/Y1w2XlQUwtbk.npy,Foreign accent of a female speaking
train/Y335VJB7XTgE.npy,A dog making a strange muffled sound
train/Y337QUK7WjRw.npy,A dog pants and whimpers in the distance
train/YVqNYZVFXCSE.npy,A vehicle being started up with a beeping noise and a person talking and a whooshing sound
train/YmbA8sGuc07k.npy,Wind blows while someone talks and a goat bleats
train/YeTGBC-R9Pmg.npy,A young man speaks quickly followed by water running into a sink
train/Y51i7eWAML9Y.npy,Rapid fire gunshots and explosions
train/YlHYcsVIB5iU.npy,A goat baas and several other goats make noise in the background and a person shouts
train/YUw1KDi8hhDI.npy,A car idles and then revs up loudly nearby several times
train/YUvkyVHvbCB8.npy,A short bursting sound followed by a loud explosion
train/YUvdadX6dIV8.npy,Man speaking while bees buzz
train/YUvqAjtlfZ3Q.npy,A small engine revs and a child speaks
train/YUvmSgtVe9i8.npy,Two girls laugh and scream
train/YlHE_BO_G1rc.npy,Goats bleat and a bird chirps
train/YeSv2t3N-c_E.npy,A bleating animal and clanging noises
train/YC8Ltx_jcZZk.npy,Kids talking as a woman talks loudly
train/YC8XZG8NHoqI.npy,A motorboat travels on water as the engine accelerates
train/YlHbTAQTNF14.npy,A man screams while a horse passes and a sheep bleats
train/Y5WX1SKGjI_A.npy,"An adult female is speaking, and people in a crowd are talking"
train/Y5WaeCHu6ORo.npy,A telephone rings
train/Y5WVH4_iIYCQ.npy,An engine is idling and is revved up for a quick second
train/Y5WWlYhZ3hTg.npy,Something clicks then an alarm starts to ring
train/Y5WTAzrsAYtg.npy,A car horn blares as dishes bang together while people talk
train/Y2SWpeUTSnmc.npy,Somebody fiddling or tinkering with a small object
train/Y5WQjIU9gNK4.npy,A duck is quacking in the distance and then other ducks start quacking
train/Y2SKGtXJMWPU.npy,A woman is heard giving a speech to a crowd
train/Y2STyPkuwzDg.npy,Several dogs are barking over and over again then something falls to the ground and they continue to bark
train/Y2SUkgS5tq9o.npy,Liquid is being sprayed
train/Y2SJAeKrfggI.npy,Water is trickling down as a soft bang happens then a man begins to talk
train/Y2SJEnmw44NM.npy,Screeching and women speaking
train/Y5Wi2dk6ac2I.npy,An aircraft motor runs
train/Y2SJTITwJ0YE.npy,A bird chirps followed by footsteps and a large splash
train/YuG7cz8t01x8.npy,A baby laughs loudly while someone sneezes
train/YuG22jaU1ME4.npy,"A man speaks, followed by a car revving up loudly and wind blowing nearby"
train/YuGBIsIYQ644.npy,"An insect files, then a drum beats, then wind instruments join the song"
train/YuGQMos5msdE.npy,A small machine motor buzzing as water lightly sprays followed by a woman yelping in the background
train/YuGGyYTKiyZ0.npy,Multiple ducks are making quacking noise
train/YuGa96AI97l0.npy,A person sprays spray multiple times
train/YPAbGRKR8FtU.npy,Drill noises followed by a slight pop
train/YPARpjS45BwQ.npy,A large vehicle engine speeds up in gradual progressions
train/YPAYSkRig4xY.npy,Piano music and whistling
train/YPAYvEtQtmhM.npy,Someone snores while wind blows.
train/YPAZXhCXnbXs.npy,A goat gallops and then bleats multiple times loudly nearby
train/YfkEtLbT63-k.npy,A man speaks while and audience applause
train/YUEJHe2fQ9J0.npy,"A car motor is turned off, a bird chirps, and a latch clicks"
train/YoYeQwSeU7AM.npy,A person snoring with some clicking
train/Y30ujHX-yWGw.npy,A continuous beeping noise
train/Y30wxUChLbi0.npy,A female and others converse as a cat hisses and meows
train/Y30pxhEtwKTU.npy,A woman speaking
train/Y30qO0xQUIcA.npy,"An adult female is speaking and soft clopping is present, then a thump"
train/Y30nd40TExnI.npy,Wind blows as a chain jingles then a dog begins to pant then someone laughs
train/Y30pPiP5bNMc.npy,Ringing of a large whistle with loud vibrations
train/Y30hfb6kbyQ8.npy,Man making a speech
train/Y30ily4eNIF4.npy,"A train crossing bell is clanging, a train is rumbling, and a train horn is blowing"
train/Y30egvttxVpo.npy,Wind blows as dogs bark and a man talks
train/Y30fT5PyPOL4.npy,A car is revving its engine loudly
train/Y3RM7-P4cQgU.npy,A door closes gently
train/Y3RLa56SKeqA.npy,A woman is giving a speech
train/Y3RNu71ofiGQ.npy,Man speaks formally and next woman speaks
train/Y3RNTt2trB1U.npy,"An young girl taunts, the dog whimpers"
train/Y3RIqTsstbOU.npy,A couple of gun shots one after another
train/Y3RHdpWdt6Ao.npy,A woman giving a speech
